"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"1905","SLA",512,608,5204,1202,155,50,16,201,148,-156,48,337,-156,220,148,-156,-156,0,1084,178,-156,0,36,0,4131,2185,287,20,77,0,5078,1254,195,57,19,371,190,-156,63,368,-156,215,232,-156,-156,1,968,194,-156,0,35,1,4186,2049,270,21,84,0,362138,54,102
"1905","SLN",535,734,5069,1254,140,85,20,237,110,-154,43,379,-154,353,162,-154,-154,0,987,173,-154,0,31,2,4044,2024,274,17,73,1,5194,1431,187,92,28,398,172,-154,49,353,-154,208,240,-154,-154,0,1003,176,-154,0,36,2,4094,2004,234,23,90,0,271650,58,96
"1905","WS1",559,623,5030,1126,195,70,22,479,158,-154,53,315,-154,340,169,-154,-154,0,883,194,-154,0,33,3,4083,1982,316,11,74,1,5088,1290,217,71,12,479,194,-154,47,373,-154,162,179,-154,-154,0,1033,200,-154,0,32,1,4127,1923,264,18,84,0,NA,65,89
"1906","BOS",463,706,5190,1224,169,76,13,335,142,-155,40,295,-155,305,98,-155,-155,0,1006,190,-155,0,27,3,4146,2125,338,29,91,0,5225,1385,175,114,37,451,212,-155,42,294,-155,237,239,-155,-155,0,924,197,-155,0,22,0,4206,2030,243,13,116,0,407458,49,106
"1906","BRO",496,625,4897,1156,141,68,25,384,163,-153,37,378,-153,601,176,-153,-153,0,923,189,-153,0,18,2,4032,1946,283,15,88,1,5004,1255,167,71,15,487,179,-153,35,439,-153,432,193,-153,-153,0,1013,193,-153,0,37,1,4060,2003,242,25,91,0,NA,66,87
"1906","BSN",408,649,4926,1114,136,43,16,304,117,-152,49,346,-152,393,94,-152,-152,0,986,168,-152,0,26,2,3988,2081,338,28,107,0,4921,1280,168,61,24,415,171,-152,57,431,-152,333,229,-152,-152,0,949,186,-152,0,23,1,4061,1998,236,12,102,0,NA,49,103
"1906","CHA",567,460,4911,1129,161,51,7,431,216,-154,51,455,-154,481,216,-154,-154,0,995,197,-154,0,30,1,4123,2252,244,18,97,0,5093,1215,204,48,11,355,156,-154,33,259,-154,507,137,-154,-154,0,955,191,-154,0,32,5,4068,2157,290,24,94,0,NA,94,60
"1906","CHN",704,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,38
"1906","CIN",533,582,5024,1198,140,71,16,307,162,-155,60,409,-155,410,170,-155,-155,0,1007,186,-155,0,34,2,4081,1996,264,21,102,0,4981,1262,169,61,14,331,193,-155,38,441,-155,439,186,-155,-155,0,1033,190,-155,0,24,2,4120,1958,256,22,111,1,NA,66,89
"1906","CLE",663,481,5418,1511,232,77,12,238,196,-157,37,315,-157,363,202,-157,-157,0,1124,184,-157,0,25,1,4240,2167,218,26,122,1,5146,1196,182,61,16,283,174,-157,42,361,-157,332,171,-157,-157,0,1015,194,-157,0,39,0,4195,2122,311,17,97,1,NA,91,66
"1906","DET",518,598,4942,1196,154,71,10,425,182,-151,35,350,-151,231,206,-151,-151,0,981,176,-151,0,25,0,4001,2025,261,10,100,0,5062,1394,175,74,14,276,188,-151,45,385,-151,220,165,-151,-151,0,1106,187,-151,0,26,0,4018,1973,259,22,74,0,172360,71,80
"1906","NY1",625,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,56
"1906","NYA",640,543,5092,1356,171,93,17,507,189,-155,49,338,-155,506,193,-155,-155,0,983,223,-155,0,36,1,4072,1979,276,16,76,1,5105,1251,160,70,21,441,159,-155,45,353,-155,570,182,-155,-155,0,1044,195,-155,0,37,1,4044,2076,300,13,105,0,NA,93,62
"1906","PHA",561,539,4874,1205,211,51,32,410,165,-149,42,383,-149,537,166,-149,-149,0,968,200,-149,0,34,1,3961,1850,267,20,102,1,4840,1134,171,59,9,360,133,-149,56,419,-149,628,196,-149,-149,0,954,181,-149,0,37,2,3944,1943,254,19,109,0,NA,81,68
"1906","PHI",528,564,4909,1185,197,47,12,348,143,-154,36,430,-154,428,180,-154,-154,0,960,206,-154,0,30,2,4027,1831,272,13,90,0,4952,1191,154,53,18,375,164,-154,62,415,-154,395,200,-154,-154,0,1020,185,-154,0,28,1,4032,2063,236,26,100,0,NA,72,82
"1906","PIT",623,470,5032,1313,163,67,12,418,191,-154,41,424,-154,313,162,-154,-154,0,1029,196,-154,0,26,0,4092,1997,228,26,116,0,5020,1235,165,59,13,325,123,-154,47,304,-154,419,158,-154,-154,0,935,199,-154,0,26,4,4044,2068,268,25,96,0,397800,93,61
"1906","SLA",560,499,5040,1248,148,62,20,167,174,-154,45,369,-154,167,221,-154,-154,0,1029,175,-154,0,35,1,4068,1979,290,19,90,0,4947,1133,158,45,14,249,182,-154,52,314,-154,144,211,-154,-154,0,937,201,-154,0,31,0,4074,2042,276,29,82,1,NA,79,75
"1906","SLN",470,607,5075,1194,137,69,9,176,140,-154,37,330,-154,311,110,-154,-154,0,1025,191,-154,0,37,3,4055,2071,272,38,96,0,4921,1245,136,83,16,314,193,-154,56,471,-154,243,246,-154,-154,0,989,196,-154,0,25,0,4119,1919,273,14,97,0,NA,55,99
"1906","WS1",519,665,4955,1183,152,68,26,257,142,-151,52,321,-151,253,230,-151,-151,0,929,198,-151,0,34,1,3964,1927,279,18,88,0,5004,1344,173,78,15,355,202,-151,36,441,-151,205,231,-151,-151,0,1080,197,-151,0,22,1,4026,1961,240,19,89,1,235291,55,96
"1907","BOS",466,558,5253,1226,158,52,18,356,148,-155,37,301,-155,490,125,-155,-155,0,1007,225,-155,0,27,4,4232,2209,281,23,112,0,5153,1236,161,68,22,405,167,-155,43,339,-155,391,180,-155,-155,0,918,202,-155,0,30,0,4273,2200,273,19,96,0,456120,62,93
"1907","BRO",446,522,4892,1135,142,64,18,337,198,-153,43,338,-153,600,121,-153,-153,0,956,182,-153,0,24,0,4058,2013,262,17,102,0,4928,1217,155,73,16,388,197,-153,42,458,-153,451,206,-153,-153,0,1046,186,-153,0,28,2,4075,1950,229,14,101,0,NA,68,85
"1907","BSN",502,652,5030,1221,142,61,22,314,137,-152,59,434,-152,447,120,-152,-152,0,1099,190,-152,0,26,2,3997,2124,248,25,129,0,4904,1325,152,60,28,428,192,-152,70,462,-152,365,238,-152,-152,0,979,203,-152,0,31,3,4058,2003,246,11,117,0,NA,61,91
"1907","CHA",588,474,5093,1214,159,37,5,373,184,-157,54,459,-157,487,175,-157,-157,0,1027,210,-157,0,32,0,4207,2452,235,24,108,1,5220,1289,146,56,13,339,156,-157,22,310,-157,534,155,-157,-157,0,1026,205,-157,0,33,2,4173,2114,287,22,99,0,708776,91,66
"1907","CHN",574,390,4895,1224,162,48,13,408,198,-155,48,456,-155,453,235,-155,-155,0,988,200,-155,0,25,1,4114,2078,212,6,115,1,4880,1056,114,43,11,284,146,-155,40,408,-155,583,149,-155,-155,0,968,189,-155,0,26,1,4036,2031,287,27,104,0,NA,108,47
"1907","CIN",526,519,4976,1227,126,90,15,327,194,-156,40,402,-156,458,158,-156,-156,0,1021,195,-156,0,10,0,4044,1879,228,14,124,0,4865,1223,128,65,16,392,193,-156,56,434,-156,429,174,-156,-156,0,1003,201,-156,0,22,0,4072,1990,257,24,103,0,NA,67,89
"1907","CLE",531,525,5075,1225,190,72,11,216,196,-158,56,335,-158,430,193,-158,-158,0,1002,194,-158,0,43,1,4177,2220,268,30,140,0,5148,1267,163,50,8,285,175,-158,53,361,-158,370,171,-158,-158,0,1049,200,-158,0,22,2,4138,2096,272,13,91,0,NA,86,72
"1907","DET",693,531,5203,1386,182,75,11,561,158,-153,43,303,-153,202,198,-153,-153,0,984,188,-153,0,20,0,4103,1956,251,26,79,0,5109,1279,150,58,8,214,158,-153,36,350,-153,234,160,-153,-153,0,1063,220,-153,0,36,2,4059,2216,311,25,81,1,299721,93,60
"1907","NY1",574,510,4878,1222,160,48,23,441,165,-155,66,519,-155,487,205,-155,-155,0,1003,218,-155,0,41,2,4088,1892,232,19,83,0,5114,1222,151,71,24,351,141,-155,35,351,-155,647,134,-155,-155,0,1073,198,-155,0,29,1,4063,2068,234,14,102,0,NA,82,73
"1907","NYA",605,667,5052,1264,151,69,15,428,129,-152,55,308,-152,466,206,-152,-152,0,932,219,-152,0,29,2,3999,1989,336,24,85,0,5093,1336,184,79,13,473,152,-152,52,426,-152,468,188,-152,-152,0,1059,205,-152,0,38,2,4012,2071,259,25,88,0,NA,72,80
"1907","PHA",584,511,5005,1281,223,44,22,479,176,-150,27,388,-150,436,137,-150,-150,0,1000,215,-150,0,36,1,4059,1988,254,14,70,0,4989,1112,206,36,13,416,131,-150,64,358,-150,571,161,-150,-150,0,988,194,-150,0,32,0,4020,2076,277,20,119,0,622826,90,60
"1907","PHI",514,476,4725,1113,162,65,12,446,131,-149,45,434,-149,480,154,-149,-149,0,959,195,-149,0,20,1,3889,1875,256,20,107,0,4696,1095,152,49,13,396,150,-149,52,424,-149,449,133,-149,-149,0,965,192,-149,0,28,0,3864,1911,255,16,98,2,NA,85,64
"1907","PIT",634,510,4958,1261,133,78,19,439,178,-157,47,482,-157,381,264,-157,-157,0,1029,208,-157,0,20,1,4078,1922,256,21,79,1,5003,1214,169,75,12,328,175,-157,46,359,-157,441,126,-157,-157,0,1004,208,-157,0,32,3,4038,1945,286,31,127,0,NA,93,64
"1907","SLA",541,555,5216,1328,156,63,10,152,153,-155,36,348,-155,213,144,-155,-155,0,1104,183,-155,0,20,1,4128,2137,270,13,100,0,5091,1260,148,55,17,311,180,-155,53,337,-155,170,195,-155,-155,0,1000,216,-155,0,37,2,4145,2113,292,36,96,0,NA,72,83
"1907","SLN",419,610,5007,1163,121,52,18,201,158,-155,36,312,-155,407,125,-155,-155,0,988,184,-155,0,49,3,4077,2113,351,25,119,0,4971,1214,127,70,20,346,165,-155,43,481,-155,348,222,-155,-155,0,1005,195,-155,0,19,0,4139,1998,251,10,106,0,NA,52,103
"1907","WS1",506,693,5110,1243,136,58,12,336,146,-154,59,370,-154,457,225,-154,-154,0,1077,211,-154,0,50,2,4042,1984,315,25,71,0,5204,1388,197,68,10,458,171,-154,44,331,-154,443,193,-154,-154,0,1030,203,-154,0,29,1,4127,2049,239,19,95,0,NA,51,103
"1908","BOS",564,513,5051,1246,117,89,14,453,175,-155,69,313,-155,536,155,-155,-155,0,921,220,-155,0,41,5,4123,2101,303,22,88,0,5025,1195,137,68,18,405,184,-155,48,346,-155,573,153,-155,-155,0,964,208,-155,0,28,1,4127,2045,285,19,101,2,543686,76,79
"1908","BRO",375,516,4892,1044,110,60,28,276,166,-154,29,340,-154,564,111,-154,-154,0,918,197,-154,0,24,0,4075,2042,249,13,83,1,4818,1171,141,63,17,383,254,-154,58,446,-154,512,204,-154,-154,0,983,208,-154,0,27,0,4137,1988,203,13,102,2,NA,53,101
"1908","BSN",537,622,5140,1228,137,43,17,391,194,-156,53,441,-156,464,134,-156,-156,0,1087,235,-156,0,24,3,4157,2225,253,10,110,0,5054,1294,170,52,29,489,244,-156,64,421,-156,403,204,-156,-156,0,1006,220,-156,0,24,1,4199,2044,294,20,118,0,294435,64,92
"1908","CHA",537,470,5031,1131,145,41,3,446,240,-156,62,482,-156,544,209,-156,-156,0,1064,218,-156,0,30,3,4240,2365,235,13,91,0,5140,1167,150,56,11,388,191,-156,31,287,-156,564,153,-156,-156,0,937,227,-156,0,41,2,4212,2112,296,14,114,0,658310,90,66
"1908","CHN",624,461,5083,1268,196,56,19,493,274,-158,38,450,-158,519,218,-158,-158,0,994,218,-158,0,34,2,4291,2051,206,12,94,0,5122,1138,150,51,20,361,175,-158,38,439,-158,645,155,-158,-158,0,1019,230,-158,0,29,4,4226,2040,267,19,88,0,629317,102,56
"1908","CIN",488,543,4880,1108,129,77,14,349,219,-155,45,391,-155,525,197,-155,-155,0,948,205,-155,0,20,4,4095,1920,255,21,94,0,4948,1219,143,63,19,416,236,-155,45,395,-155,416,155,-155,-155,0,1005,219,-155,0,23,2,4110,2028,259,19,90,0,369250,74,81
"1908","CLE",569,459,5115,1223,188,58,18,243,249,-157,56,351,-157,600,177,-157,-157,0,999,218,-157,0,24,1,4261,2183,258,22,119,0,5119,1176,138,47,16,272,199,-157,31,320,-157,434,139,-157,-157,0,957,224,-157,0,42,1,4222,2106,293,22,82,0,418206,92,65
"1908","DET",647,547,5119,1349,199,86,19,536,200,-154,41,325,-154,371,165,-154,-154,0,966,192,-154,0,33,1,4130,2081,304,7,105,2,5148,1298,152,57,12,249,208,-154,61,312,-154,387,169,-154,-154,0,1065,223,-154,0,32,2,4082,2140,287,19,81,0,432838,90,64
"1908","NY1",651,455,5010,1341,182,43,20,540,250,-157,76,525,-157,374,181,-157,-157,0,1059,233,-157,0,18,1,4220,2084,250,23,98,0,5192,1210,186,83,26,362,154,-157,36,292,-157,632,136,-157,-157,0,999,233,-157,0,24,3,4154,2112,228,18,108,1,1031300,98,59
"1908","NYA",460,713,5084,1192,142,50,13,291,154,-155,46,280,-155,571,233,-155,-155,0,944,230,-155,0,36,0,4092,2035,339,14,84,0,5094,1294,166,101,26,493,224,-155,69,434,-155,510,208,-155,-155,0,1035,213,-155,0,24,2,4169,2135,284,18,96,0,341450,52,103
"1908","PHA",486,562,5068,1133,183,51,21,398,189,-157,39,359,-157,523,117,-157,-157,0,978,231,-157,0,41,3,4186,1886,272,20,79,1,5093,1199,204,60,10,452,207,-157,55,406,-157,641,234,-157,-157,0,1025,204,-157,0,39,2,4211,2181,249,13,117,0,NA,70,87
"1908","PHI",504,445,5013,1223,194,68,11,423,213,-155,53,337,-155,504,200,-155,-155,0,980,198,-155,0,26,1,4155,2071,238,19,97,1,4953,1175,143,69,8,379,191,-155,38,371,-155,459,129,-155,-155,0,958,209,-155,0,31,2,4140,2042,260,9,91,1,NA,83,72
"1908","PIT",585,468,5110,1263,162,98,25,439,185,-155,39,427,-155,435,186,-155,-155,0,1035,226,-155,0,19,1,4207,1904,227,9,100,1,5052,1144,161,64,16,346,193,-155,54,394,-155,447,137,-155,-155,0,1028,218,-155,0,27,2,4146,2096,268,21,81,0,420147,99,56
"1908","SLA",544,483,5155,1264,172,53,20,214,200,-155,35,328,-155,553,126,-155,-155,0,1031,216,-155,0,22,0,4181,2129,240,23,111,0,4961,1155,166,53,7,293,208,-155,58,357,-155,510,142,-155,-155,0,954,217,-155,0,38,1,4161,2124,304,17,103,0,652797,85,70
"1908","SLN",372,626,4964,1106,134,57,17,179,162,-154,45,269,-154,575,150,-154,-154,0,957,226,-154,0,43,3,4039,2057,348,24,96,1,4953,1230,150,57,16,354,216,-154,45,422,-154,446,257,-154,-154,0,980,201,-154,0,23,1,4127,2004,247,12,94,0,NA,49,105
"1908","WS1",479,539,5042,1183,131,74,8,370,198,-155,47,378,-155,513,170,-155,-155,0,1004,215,-155,0,48,2,4153,2125,276,15,108,0,5085,1237,164,60,16,399,184,-155,42,354,-155,592,154,-155,-155,0,970,224,-155,0,31,4,4182,2062,229,14,91,1,NA,67,88
"1909","BOS",601,549,4982,1308,151,70,20,483,178,-152,77,367,-152,504,215,-152,-152,0,946,247,-152,0,31,5,4070,2062,295,22,101,0,4950,1219,156,63,18,455,201,-152,47,385,-152,459,166,-152,-152,0,943,212,-152,0,42,1,4027,2065,290,14,95,2,NA,89,63
"1909","BRO",444,627,5062,1156,176,59,16,300,174,-155,21,340,-155,609,141,-155,-155,0,941,185,-155,0,26,2,4136,1924,283,8,95,0,4981,1278,156,65,31,467,244,-155,49,539,-155,528,217,-155,-155,0,1016,217,-155,0,39,0,4191,2001,228,13,85,1,299700,57,98
"1909","BSN",435,683,5025,1132,131,46,14,343,194,-155,30,416,-155,423,135,-155,-155,0,1023,224,-155,0,46,7,4101,2077,341,22,106,0,5050,1331,206,52,23,507,227,-155,41,548,-155,341,226,-155,-155,0,1057,204,-155,0,22,0,4192,2058,286,6,106,0,NA,45,110
"1909","CHA",492,464,5010,1110,146,56,4,384,242,-159,57,460,-159,588,212,-159,-159,0,978,208,-159,0,29,7,4271,2319,252,25,105,1,5101,1186,156,50,8,350,203,-159,52,344,-159,665,206,-159,-159,0,943,237,-159,0,33,3,4265,2156,275,20,111,0,490800,80,79
"1909","CHN",635,390,4997,1229,203,60,20,488,257,-155,31,424,-155,552,187,-155,-155,0,925,212,-155,0,30,2,4224,1953,244,7,90,0,5056,1093,159,29,6,319,155,-155,39,361,-155,684,149,-155,-155,0,979,217,-155,0,37,2,4145,2013,314,13,105,0,NA,105,50
"1909","CIN",607,601,5092,1273,159,72,22,388,210,-157,38,480,-157,522,281,-157,-157,0,1025,240,-157,0,33,1,4205,1936,309,21,118,0,5119,1232,180,76,5,401,204,-157,47,516,-157,405,191,-157,-157,0,1078,235,-157,0,26,2,4194,2014,317,18,95,0,NA,77,80
"1909","CLE",493,532,5035,1214,174,78,10,239,161,-155,49,302,-155,572,171,-155,-155,1,938,206,-155,0,40,4,4074,2063,274,27,109,1,4906,1218,146,64,9,324,206,-155,47,353,-155,479,187,-155,-155,0,888,210,-155,0,35,3,4101,2002,271,18,86,1,353808,72,83
"1909","DET",666,493,5102,1355,207,58,19,543,241,-158,40,415,-158,381,282,-158,-158,0,937,208,-158,0,38,1,4245,2212,275,6,93,0,5211,1257,171,41,16,214,185,-158,58,371,-158,305,189,-158,-158,1,1064,224,-158,0,45,5,4190,2118,320,23,110,0,498912,102,56
"1909","NY1",624,547,5222,1327,173,68,26,457,153,-158,59,525,-158,453,238,-158,-158,0,1051,223,-158,0,42,0,4307,2164,307,13,99,0,5255,1249,164,66,28,406,178,-158,30,404,-158,668,168,-158,-158,0,1010,239,-158,0,37,3,4268,1990,276,7,106,0,NA,96,62
"1909","NYA",589,587,4987,1239,144,62,16,429,208,-153,64,418,-153,508,188,-153,-153,0,1037,217,-153,0,37,2,4045,2004,329,16,99,0,4918,1214,177,84,21,470,204,-153,69,429,-153,520,199,-153,-153,0,982,228,-153,0,46,3,4046,2012,268,11,74,0,NA,75,78
"1909","PHA",605,411,4913,1255,186,88,21,489,252,-153,64,419,-153,523,201,-153,-153,0,946,214,-153,0,31,4,4123,1908,246,14,96,1,4880,1073,129,59,9,344,176,-153,67,380,-153,616,152,-153,-153,0,962,221,-153,0,32,4,4067,2095,286,15,114,0,675231,95,58
"1909","PHI",517,519,5028,1227,186,52,12,406,239,-154,54,380,-154,448,188,-154,-154,0,998,238,-154,0,29,0,4154,1976,241,21,105,1,4982,1191,164,65,23,426,173,-154,34,474,-154,546,186,-154,-154,0,998,229,-154,0,42,2,4167,1974,290,16,104,0,NA,76,78
"1909","PIT",701,448,5117,1332,218,92,25,589,223,-154,37,493,-154,454,187,-154,-154,0,1057,237,-154,0,14,0,4204,1930,228,10,98,0,5066,1175,181,77,12,373,164,-154,49,320,-154,441,134,-154,-154,0,941,215,-154,0,32,4,4105,1952,302,19,95,0,NA,111,43
"1909","SLA",441,575,4968,1156,118,45,10,191,148,-154,51,346,-154,289,136,-154,-154,0,974,209,-154,0,34,2,4056,1978,270,17,110,0,4971,1292,152,67,16,366,219,-154,42,384,-154,274,213,-154,-154,0,966,211,-154,0,38,3,4089,2077,241,28,122,0,547600,63,91
"1909","SLN",583,731,5108,1242,146,56,15,338,121,-154,62,588,-154,406,164,-154,-154,0,1105,245,-154,0,52,1,4110,1992,316,10,105,0,5142,1369,182,75,22,410,226,-154,43,484,-154,254,250,-154,-154,0,1046,248,-154,0,37,0,4179,1950,256,20,120,0,NA,54,100
"1909","WS1",380,656,4978,1110,149,41,9,264,201,-156,42,345,-156,470,135,-156,-156,0,920,230,-156,0,51,1,4107,2053,281,22,98,0,5038,1288,188,70,12,499,237,-156,62,426,-156,517,228,-156,-156,0,928,196,-156,0,20,4,4206,2074,271,20,99,0,209945,44,112
"1910","BOS",641,564,5208,1345,179,85,43,507,233,-158,57,459,-158,555,194,-158,-158,0,1012,228,-158,0,32,1,4295,2097,310,20,96,0,5255,1236,148,72,30,444,198,-158,48,420,-158,465,211,-158,-158,0,1031,220,-158,0,45,3,4276,2181,303,21,109,2,714594,85,73
"1910","BRO",497,623,5126,1174,166,73,25,337,185,-156,40,436,-156,709,151,-156,-156,0,993,221,-156,0,35,0,4238,1979,235,19,126,1,5125,1329,186,72,17,416,200,-156,39,550,-156,554,223,-156,-156,0,1034,240,-156,0,38,2,4273,2029,268,12,113,1,NA,64,92
"1910","BSN",495,701,5122,1260,173,49,31,355,182,-157,49,359,-157,541,152,-157,-157,0,956,264,-157,0,40,1,4160,2220,306,16,138,0,5002,1317,221,68,36,477,239,-157,43,609,-157,436,244,-157,-157,0,965,236,-157,0,28,0,4228,2063,246,20,116,1,NA,56,101
"1910","CHA",457,479,5033,1059,116,58,7,349,190,-156,45,414,-156,641,185,-156,-156,0,923,222,-156,0,31,4,4252,2197,313,17,113,1,5094,1141,150,54,16,365,164,-156,40,383,-156,783,178,-156,-156,0,902,207,-156,0,39,3,4270,2190,265,12,105,1,665270,70,86
"1910","CHN",711,497,4975,1333,220,84,34,543,234,-154,38,541,-154,501,173,-154,-154,0,1021,227,-154,0,31,3,4116,1955,229,15,105,2,4971,1171,164,58,18,381,144,-154,40,478,-154,610,146,-154,-154,0,989,247,-154,0,30,3,4035,1967,279,20,109,1,NA,104,50
"1910","CIN",620,684,5122,1326,150,79,23,439,180,-156,30,528,-156,515,310,-156,-156,0,1063,244,-156,0,30,3,4143,1995,291,24,94,2,5112,1331,170,95,27,459,214,-156,67,524,-156,498,152,-156,-156,0,1073,246,-156,0,30,2,4156,2034,266,18,108,1,NA,76,80
"1910","CLE",548,657,5401,1318,192,65,9,277,199,-161,38,372,-161,491,190,-161,-161,0,1008,243,-161,0,43,0,4395,2277,247,19,114,0,5340,1392,209,83,10,322,221,-161,63,495,-161,450,262,-161,-161,0,1022,212,-161,0,37,1,4414,2262,299,18,106,0,306735,75,86
"1910","DET",679,584,5052,1318,189,75,28,541,201,-155,53,478,-155,522,250,-155,-155,0,948,219,-155,0,30,1,4141,2162,291,18,84,2,5056,1257,167,58,34,462,189,-155,69,467,-155,465,191,-155,-155,0,1014,230,-155,0,41,2,4112,2150,319,17,114,0,392117,86,69
"1910","NY1",715,567,5070,1391,204,83,31,577,194,-155,59,565,-155,490,282,-155,-155,0,983,235,-155,0,30,1,4179,1960,291,22,122,1,5156,1288,193,59,30,426,154,-155,39,394,-155,724,190,-155,-155,0,963,250,-155,0,40,5,4134,2054,252,21,115,2,NA,91,64
"1910","NYA",626,557,5056,1252,165,76,20,438,181,-156,71,485,-156,531,289,-156,-156,0,957,213,-156,0,27,2,4192,2058,287,21,110,0,5097,1241,158,87,16,428,180,-156,54,364,-156,497,192,-156,-156,0,916,225,-156,0,40,2,4170,2132,305,16,94,0,749327,90,66
"1910","PHA",674,442,5153,1374,196,106,19,445,213,-155,48,413,-155,536,206,-155,-155,0,942,200,-155,0,42,1,4257,2002,231,10,115,0,4995,1104,149,58,8,318,168,-155,56,457,-155,736,188,-155,-155,0,974,220,-155,0,30,1,4169,2179,311,30,124,0,644500,105,50
"1910","PHI",674,639,5169,1319,223,71,22,513,208,-157,46,508,-157,558,199,-157,-157,0,1026,264,-157,0,30,3,4229,1969,257,19,127,0,5138,1298,197,59,36,541,189,-157,51,548,-157,653,215,-157,-157,0,1045,253,-157,0,23,3,4220,1974,299,18,125,0,352778,80,77
"1910","PIT",655,576,5122,1364,214,83,33,386,196,-154,33,438,-154,525,147,-154,-154,0,992,254,-154,0,15,5,4114,1914,245,8,101,0,5036,1254,179,89,20,403,195,-154,58,390,-154,479,159,-154,-154,0,946,237,-154,0,29,1,4095,1891,260,20,104,1,NA,87,67
"1910","SLA",451,743,5076,1104,134,61,12,247,149,-158,37,418,-158,446,170,-158,-158,0,961,230,-158,0,34,2,4164,2232,388,14,115,0,5147,1362,179,84,14,394,243,-158,54,536,-158,285,250,-158,-158,0,1031,219,-158,0,38,1,4250,2016,268,21,98,0,NA,49,109
"1910","SLN",637,717,4905,1217,167,70,15,257,153,-153,79,660,-153,581,179,-153,-153,0,1083,249,-153,0,39,3,4012,2022,261,22,101,1,5071,1396,207,92,30,304,197,-153,37,542,-153,466,264,-153,-153,0,1102,249,-153,0,32,3,4050,2002,245,16,124,0,NA,63,90
"1910","WS1",501,551,5016,1174,149,47,9,315,177,-157,86,465,-157,510,190,-157,-157,0,1035,200,-157,0,54,3,4140,2124,264,30,104,0,5011,1211,160,77,19,386,180,-157,51,382,-157,551,202,-157,-157,0,896,222,-157,0,23,1,4175,2039,261,14,101,0,345017,68,89
"1911","BOS",680,643,5011,1381,206,66,35,545,221,-153,77,500,-153,415,193,-153,-153,0,1056,238,-115,0,33,2,4048,1979,323,26,85,0,4989,1298,166,66,21,464,187,-153,47,482,-153,423,219,-153,-153,0,992,226,-69,0,41,2,4041,2056,289,24,98,1,597928,78,75
"1911","BRO",539,659,5059,1198,151,71,28,415,126,32,38,430,-142,684,187,-154,-154,-154,991,245,-6,-154,13,1,4100,1966,241,12,120,1,4969,1311,219,74,27,533,150,67,42,568,-147,539,259,-154,-154,-154,1004,235,-30,-154,27,0,4139,1913,242,14,99,0,NA,67,87
"1911","BSN",699,1021,5307,1416,252,54,37,492,111,42,31,558,-150,578,174,-156,-156,-156,1094,271,-14,-137,36,4,4112,2063,346,19,110,1,5297,1571,238,94,76,653,165,64,54,674,-152,493,289,-156,-156,-156,1090,256,-16,-153,32,3,4215,2071,272,10,151,0,NA,47,109
"1911","CHA",718,624,5200,1400,180,92,20,591,209,-154,47,406,-154,575,203,-154,-154,0,993,257,-50,0,35,5,4151,2101,258,25,111,0,5177,1362,210,89,22,525,158,-154,37,394,-154,724,150,-154,-154,0,979,222,-51,0,36,1,4137,2047,299,17,111,1,NA,79,75
"1911","CHN",757,607,5125,1339,220,103,54,611,145,63,41,590,-152,634,220,-157,-157,-157,1041,254,18,-154,35,2,4214,2054,260,11,130,0,5177,1268,183,70,26,491,108,41,48,531,-145,587,140,-157,-157,-157,1068,253,74,-138,25,2,4157,1924,276,14,102,0,760950,92,65
"1911","CIN",682,706,5289,1378,181,105,21,445,140,45,35,579,-151,595,291,-159,-159,-159,1121,256,-21,-159,23,2,4260,2014,295,15,117,0,5330,1416,174,104,36,487,115,53,63,479,-151,557,160,-159,-159,-159,1074,253,-17,-159,34,4,4260,2025,275,18,116,0,350200,74,85
"1911","CLE",693,712,5332,1502,240,82,20,361,161,-156,49,356,-156,517,207,-156,-156,0,1025,230,-59,0,55,8,4173,2098,295,32,101,0,5157,1379,214,74,17,427,174,-156,68,554,-156,523,250,-156,-156,0,1039,235,-57,0,35,6,4158,2053,293,16,95,0,NA,82,74
